1.515393068924915321e+00,4.996327836336471595e-01,1.520040603837560234e+00,-1.865612517833888442e-02
1.506361644355608487e+00,-3.454815563243425758e-01,1.507044686154073609e+00,4.355357970431109754e-02
1.528912429042406096e+00,1.477354869979928820e+00,1.726580872836772862e+00,1.452593812437545484e+00
1.515759093309095862e+00,6.455152740015979163e-01,1.717286297956093222e+00,1.577600529487181324e+00
1.510797853486332887e+00,9.814848148667074668e-01,1.717286297956093222e+00,1.575986388624327494e+00
1.525609206539196849e+00,1.810034563514215877e+00,1.726580872836772862e+00,1.437767392739689676e+00
1.502066244709478804e+00,-6.799603045562829795e-01,1.507044686154073609e+00,1.208274494867260102e-01
1.528560246817704860e+00,1.685804206399598715e-01,1.520040603837560234e+00,-8.509416719090093228e-02
1.461625284861366891e+00,-1.415607291394062983e+01,1.030765813911365569e+00,-2.107081384790711276e+00
1.453909589501514610e+00,-1.326692631968946579e+01,1.059238756822682426e+00,-1.883270231828266361e+00
1.533626147330155121e+00,4.462198253703819617e-01,1.712452749096796012e+00,1.404633099844250443e+00
1.516040766344779245e+00,-2.562635849533219101e-01,1.731414421696070072e+00,1.785914824279479562e+00
1.514183400855541262e+00,3.213864323810442514e-01,1.731414421696070072e+00,1.735575043264437456e+00
1.533392309879420878e+00,1.016844032693397848e+00,1.712452749096796012e+00,1.341730126850485760e+00
1.447662528734721121e+00,-1.348551589936334416e+01,1.059238756822682426e+00,-1.798150700308598138e+00
1.471783349236079230e+00,-1.470417880224711205e+01,1.030765813911365569e+00,-2.126860403438298519e+00
1.334499014568406583e+00,-2.407229031186043855e+01,8.212156623047480730e-01,-1.517151757163451409e+00
1.337377174374287270e+00,-2.189400548424682569e+01,8.669719015254256922e-01,-1.404488205583375837e+00
1.533943366161819144e+00,-5.132001635489791269e-02,1.706527658949011483e+00,1.422340377254358801e+00
1.512293912448196220e+00,-7.518703532263515399e-01,1.737339511843854600e+00,1.930948371135615238e+00
1.514214660007390245e+00,-1.582409926494943164e-01,1.737339511843854600e+00,1.843074036306313390e+00
1.537434095551185154e+00,5.328033885438088202e-01,1.706527658949011483e+00,1.322672089326137890e+00
1.330688328118612151e+00,-2.177181822342580020e+01,8.669719015254256922e-01,-1.352806559194320135e+00
1.341399074587358964e+00,-2.451706570670141616e+01,8.212156623047480730e-01,-1.515820332852243713e+00
1.169342504534164107e+00,-2.778139332799309003e+01,6.606908379920337637e-01,-9.357461131682754951e-01
1.188078444433208425e+00,-2.514051144095329704e+01,7.197815525397202041e-01,-9.170490325738224202e-01
1.533107089209807095e+00,-4.411059028072283894e-02,1.701931359222247808e+00,1.398673008529791151e+00
1.506963533267009270e+00,-8.598192455999553729e-01,1.741935811570618275e+00,2.031318302612070248e+00
1.512107037993473790e+00,-4.319803769729779752e-01,1.741935811570618275e+00,1.933263914652175064e+00
1.539759340831953427e+00,3.741001877923610941e-01,1.701931359222247808e+00,1.289398198785753014e+00
1.183064908556629824e+00,-2.473470828112084519e+01,7.197815525397202041e-01,-9.170579354711233533e-01
1.174230156557764415e+00,-2.799394536384264143e+01,6.606908379920337637e-01,-9.451992269062056140e-01
1.009079055929585467e+00,-2.471911468215279939e+01,5.876455540768361629e-01,-4.923173546938821032e-01
1.043147714297492090e+00,-2.243635146804469827e+01,6.580384853930840716e-01,-4.744616144604465457e-01
1.533867256411652447e+00,3.056151334495347260e-01,1.698014786568629697e+00,1.321491106575667152e+00
1.502322147817554354e+00,-6.608729417289600505e-01,1.745852384224236387e+00,2.080781999426488671e+00
1.509182302669008102e+00,-4.938317714533471126e-01,1.745852384224236387e+00,1.999371762764283078e+00
1.542186120206119559e+00,4.658122126450991995e-01,1.698014786568629697e+00,1.228981583610255335e+00
1.040694316511896256e+00,-2.201224638755943985e+01,6.580384853930840716e-01,-5.041883390552083233e-01
1.013166643290147162e+00,-2.479862311973701594e+01,5.876455540768361629e-01,-5.147457571064021353e-01
8.794874115191837483e-01,-1.909516998891522732e+01,5.525300061647929750e-01,-3.626930518041404650e-01
9.346426834561969432e-01,-1.521114983778672247e+01,6.931540333051272595e-01,-1.024495674528048406e-01
