1.516990031153642171e+00,5.508031114735183476e-01,1.516802113068208335e+00,-6.940407682802332556e-02
1.503603938894253256e+00,-2.880428090493099003e-01,1.509260800889107745e+00,7.232167005643835855e-02
1.524768959644871913e+00,1.408206938629985805e+00,1.725734963765236607e+00,1.502083541398388178e+00
1.515057793609410952e+00,5.783093074347149809e-01,1.718132207027629477e+00,1.612365981550620608e+00
1.507074763118099181e+00,1.070736608487258490e+00,1.718132207027629477e+00,1.617171327728280206e+00
1.520485621619238614e+00,1.895482440403262636e+00,1.725734963765236607e+00,1.477106120908212805e+00
1.511671637750486630e+00,-7.660563798941447677e-01,1.509260800889107745e+00,6.528716761034548954e-02
1.521338963916122111e+00,7.314504593250478748e-02,1.516802113068208335e+00,-4.593878454194446487e-02
1.502114140743666226e+00,-8.233784432217905902e+00,1.027956213649649619e+00,-3.268392104796860931e+00
1.485564647479526990e+00,-8.061703853665244779e+00,1.060848823437459121e+00,-2.841265089245656128e+00
1.532178809445857048e+00,8.111657400082183944e-01,1.711737887695118587e+00,1.357728512536271692e+00
1.517427294576559893e+00,2.436362393165936169e-02,1.732129283097747496e+00,1.739652185262871686e+00
1.512345224806453059e+00,6.112530962855502459e-01,1.732129283097747496e+00,1.719432797658687617e+00
1.530763322506886626e+00,1.391374434225678192e+00,1.711737887695118587e+00,1.308115974691720140e+00
1.490922682840658542e+00,-8.577559355092175153e+00,1.060848823437459121e+00,-2.828946890998656816e+00
1.503827837745109974e+00,-8.710327716183021707e+00,1.027956213649649619e+00,-3.228872587118296611e+00
1.407291719991955237e+00,-2.121771908893506620e+01,8.185382070037775515e-01,-2.633356259889215956e+00
1.398200985239008709e+00,-1.920889254561213733e+01,8.682854274850509979e-01,-2.343403381067951763e+00
1.534191121878098363e+00,2.055097208944611786e-02,1.705867079269506759e+00,1.394129200084282427e+00
1.515020614478026495e+00,-6.880976790402639764e-01,1.738000091523359325e+00,1.897219551130598036e+00
1.513965265640835112e+00,3.330903183974642801e-02,1.738000091523359325e+00,1.824225133501483853e+00
1.536751147079557400e+00,7.319972553206253174e-01,1.705867079269506759e+00,1.292545373767534755e+00
1.400650278062979037e+00,-1.965039173341751777e+01,8.682854274850509979e-01,-2.307710639387651419e+00
1.406540450283526367e+00,-2.155723903818964615e+01,8.185382070037775515e-01,-2.581490904586866808e+00
1.255050135851784043e+00,-2.813908598919199022e+01,6.580888319839874878e-01,-1.759226678235014552e+00
1.262062300717663454e+00,-2.503962707963825451e+01,7.208415857498333690e-01,-1.645019724274659145e+00
1.533444269604968158e+00,-2.045820089798808805e-01,1.701312431373120493e+00,1.400917127007946794e+00
1.509814875656865452e+00,-9.790332082727517538e-01,1.742554739419745591e+00,2.019908738945935589e+00
1.512814069300128850e+00,-3.411709433197769314e-01,1.742554739419745591e+00,1.918432857667322633e+00
1.539992794354004380e+00,4.215799963031505726e-01,1.701312431373120493e+00,1.271645669723582062e+00
1.263016378780753790e+00,-2.517516653300138074e+01,7.208415857498333690e-01,-1.630968347210423941e+00
1.253585906997978894e+00,-2.813342252558486933e+01,6.580888319839874878e-01,-1.741278681622753455e+00
1.086503126664585483e+00,-2.752315930394797405e+01,5.859531899525362020e-01,-8.857907620789166048e-01
1.111918159664366579e+00,-2.452704955246083784e+01,6.597308495173840326e-01,-8.417481614833294268e-01
1.533124732237633125e+00,6.965798697215319635e-02,1.697430972836810659e+00,1.348018094629117591e+00
1.504286128226425268e+00,-8.624622448060823565e-01,1.746436197956055425e+00,2.090658533920937590e+00
1.510170633535288465e+00,-4.897377921542092061e-01,1.746436197956055425e+00,1.993791829902643808e+00
1.542492805206135520e+00,4.321266324855352892e-01,1.697430972836810659e+00,1.223791216485528244e+00
1.112978078416798855e+00,-2.444370572007542108e+01,6.597308495173840326e-01,-8.573693215182897065e-01
1.085947696838367227e+00,-2.731866810760143593e+01,5.859531899525362020e-01,-9.028653537302764320e-01
9.394013137056740348e-01,-2.225153746943536959e+01,5.509518849934802454e-01,-5.129269503810621744e-01
9.834043150714488757e-01,-1.847459210571362576e+01,6.947321544764399892e-01,-9.433020218808024770e-02
